,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Employee Benefits,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Accounts Receivable,Financial Assets,Investments And Advances,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Current Assets,Other Current Assets,Hedging Assets Current,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Receivables,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Symbol,Company Name,Treasury Shares Number,Current Deferred Liabilities,Current Deferred Revenue,Current Capital Lease Obligation,Current Accrued Expenses,Restricted Cash,Other Short Term Investments,Cash Financial,Commercial Paper,Investmentin Financial Assets,Available For Sale Securities,Leases,Properties,Cash Equivalents,Treasury Stock,Non Current Deferred Taxes Liabilities,Dividends Payable,Buildings And Improvements,Preferred Stock,Other Payable,Income Tax Payable,Other Investments,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Preferred Shares Number,Preferred Stock Equity,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Prepaid Assets,Liabilities Heldfor Sale Non Current,Investmentsin Joint Venturesat Cost,Assets Held For Sale Current,Taxes Receivable,Other Equity Interest,Current Provisions,Interest Payable,Non Current Note Receivables,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investmentsin Associatesat Cost,Preferred Securities Outside Stock Equity,Line Of Credit,Current Notes Payable,Receivables Adjustments Allowances,Notes Receivable,Loans Receivable,Foreign Currency Translation Adjustments,Minimum Pension Liabilities,Unrealized Gain Loss,Held To Maturity Securities,Investment Properties,Duefrom Related Parties Current,Current Deferred Assets,Dueto Related Parties Current,Inventories Adjustments Allowances,Non Current Accrued Expenses,Accrued Interest Receivable,Trading Securities,Investmentsin Subsidiariesat Cost,Total Partnership Capital,Limited Partnership Capital,Dueto Related Parties Non Current,Duefrom Related Parties Non Current,Fixed Assets Revaluation Reserve,Current Deferred Taxes Liabilities,Current Deferred Taxes Assets,General Partnership Capital
12/31/2023,373400000,591900000,1809000000,2726000000,16792000000,20249000000,,17622000000,,17523000000,21079000000,18355000000,2000000,18353000000,-676000000,-676000000,20295000000,2327000000,831000000,1000000,40551000000,,,,,,,,,2726000000,,2726000000,,,,,,,,3817000000,3817000000,,3817000000,58906000000,,,,,,,,,32487000000,731000000,386000000,345000000,,,,,,,,,,,,,,,,13522000000,,13522000000,8026000000,917000000,ACGL,Arch Capital Group Ltd.,218500000,,,,,,7109000000,,,,,,,,4424000000,,,,830000000,,,,,,830000,830000000,5685000000,5685000000,2170000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,373100000,591400000,1867000000,2726000000,13670000000,17135000000,,14500000000,,14409000000,17965000000,15241000000,2000000,15239000000,-1453000000,-1453000000,17971000000,2297000000,831000000,1000000,39986000000,,,,,,,,,2726000000,,2726000000,,,,,,,,4022000000,4022000000,,4022000000,55227000000,,,,,,,,,30312000000,739000000,,,,,,,,,,,,,,,,,,13563000000,,13563000000,25026000000,859000000,ACGL,Arch Capital Group Ltd.,218300000,,,,,,24167000000,,,,,,,,4407000000,,,,830000000,,,,,,830000,830000000,5251000000,5251000000,2444000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,372900000,591200000,1822000000,2726000000,13036000000,16537000000,,13866000000,,13811000000,17367000000,14643000000,2000000,14641000000,-1319000000,-1319000000,17258000000,2278000000,831000000,1000000,39213000000,,,,,,,,,2726000000,,2726000000,,,,,,,,3955000000,3955000000,,3955000000,53856000000,,,,,,,,,29093000000,775000000,,,,,,,,,,,,,,,,,,13774000000,,13774000000,24951000000,904000000,ACGL,Arch Capital Group Ltd.,218300000,,,,,,24047000000,,,,,,,,4407000000,,,,830000000,,,,,,830000,830000000,5046000000,5046000000,2459000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,372200000,590500000,1923000000,2726000000,12373000000,15884000000,,13203000000,,13158000000,16714000000,13999000000,11000000,13988000000,-1297000000,-1297000000,16597000000,2260000000,831000000,1000000,37104000000,,,,,,,,,2726000000,,2726000000,,,,,,,,3571000000,3571000000,,3571000000,51103000000,,,,,,,,,28015000000,785000000,,,,,,,,,,,,,,,,,,12875000000,,12875000000,23907000000,803000000,ACGL,Arch Capital Group Ltd.,218300000,,,,,,23104000000,,,,,,,,4403000000,,,,830000000,,,,,,830000,830000000,4911000000,4911000000,2116000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,135872491,135872491,1008018000,2701342000,-1264417000,4392491000,361671000,-1264417000,507518000,2198667000,4301025000,2394355000,195688000,2198667000,-909970000,-909970000,-1160441000,4267719000,1359000,1359000,9063038000,2926923000,119797000,,179464000,179464000,,16990000,,2609876000,507518000,2102358000,,6136115000,51142000,91466000,91466000,,,4726462000,2341262000,36723000,2304539000,11457393000,4959596000,118899000,,,444957000,444957000,,,137422000,3463084000,16100000,3446984000,795234000,,795234000,,795234000,,,6497786000,725869000,,,,,,,4481020000,1805622000,2646700000,1185806000,1185806000,ACM,AECOM,,1267045000,1267045000,,2385200000,,,1185806000,,,,,,,,16990000,,,,,36723000,,-81500000,2728200000,,,137422000,,,796000,137422000,105091000,28698000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,136018182,136018182,1009490000,2725025000,-1232079000,4449046000,279546000,-1232079000,523275000,2247296000,4357499000,2428218000,180922000,2247296000,-889788000,-889788000,-1109616000,4245340000,1360000,1360000,8961703000,2959217000,117108000,,190850000,190850000,,16953000,,2633478000,523275000,2110203000,,6002486000,39422000,91547000,91547000,,,4588836000,2168836000,59219000,2109617000,11389921000,5107844000,208891000,,,459568000,459568000,,,132460000,3479375000,20700000,3458675000,827550000,,827550000,,827550000,,,6282032000,723141000,,,,,,,4280735000,1744521000,2524500000,1192260000,1192260000,ACM,AECOM,0,1282681000,1282681000,,2420000000,,,1192260000,,,,,,,,16953000,,,,,59219000,,-82600000,2607100000,,,132460000,,,828000,132460000,85896000,11714000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,136210883,136210883,942617000,2751674000,-1224398000,4415155000,319228000,-1224398000,548851000,2212332000,4325701000,2383711000,171379000,2212332000,-926577000,-926577000,-1103976000,4241523000,1362000,1362000,8849687000,2999404000,123846000,,195586000,195586000,,16960000,,2662220000,548851000,2113369000,,5850283000,45671000,89454000,89454000,,,4526416000,2238916000,48161000,2190755000,11233398000,5063880000,218666000,,,439604000,439604000,,,139236000,3436730000,17800000,3418930000,829644000,-771800000,1601444000,,447044000,814600000,,6169511000,730098000,,,,,,,4083986000,1525051000,2544500000,1260206000,1260206000,ACM,AECOM,0,1188742000,1188742000,,2287500000,,,1260206000,,,,329400000,0,,,16960000,,10400000,,,48161000,,-94200000,2638700000,,,139236000,,,792000,139236000,95221000,14435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,138499043,138499043,946136000,2790160000,-1012221000,4658632000,556967000,-1012221000,586293000,2454765000,4601804000,2622325000,167560000,2454765000,-900815000,-900815000,-872832000,4227027000,1385000,1385000,8804118000,3089343000,121211000,,224673000,224673000,,9822000,,2733332000,586293000,2147039000,,5714775000,57695000,56828000,56828000,,,4377102000,2155102000,48789000,2106313000,11426443000,5154747000,232282000,,,354945000,354945000,,,138191000,3466986000,22400000,3444586000,962343000,,962343000,,962343000,,,6271742000,719885000,,,,,,,4185534000,1608335000,2518500000,1257731000,1257731000,ACM,AECOM,,1223150000,1223150000,,2222000000,,,1257731000,,,,,,,,9822000,,,,,48789000,,-77100000,2595600000,,,138191000,,,305000,138191000,108592000,58699000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,138724105,138724105,1135705000,2812347000,-863762000,4803560000,501878000,-863762000,603127000,2594340000,4746531000,2736875000,142535000,2594340000,-921087000,-921087000,-662891000,4176931000,1387000,1387000,8649651000,3112386000,118057000,,229527000,229527000,,9209000,,2755318000,603127000,2152191000,,5537265000,62237000,57029000,57029000,,,4240706000,2086906000,43676000,2043230000,11386526000,5347370000,221356000,,,292844000,292844000,,,387103000,3458102000,26800000,3431302000,987965000,,987965000,,987965000,,,6039143000,755062000,,,,,,,4099992000,1604593000,2427900000,1073515000,1073515000,ACM,AECOM,,1177293000,1177293000,,2153800000,,,1073515000,,,,,,,,9209000,,,,,43676000,,-76300000,2504200000,,,387103000,,,275000,387103000,110574000,67499000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2024,628828033,670405499,,3158581000,6722988000,27305629000,4192807000,6722988000,2975805000,27122853000,27194488000,27956424000,833571000,27122853000,-1657140000,-1657140000,21151637000,14555758000,72000,72000,23351047000,7215033000,836889000,,1607405000,1607405000,1304336000,1101516000,647020000,2364887000,2293252000,71635000,,16136014000,,793694000,111141000,111141000,,9978348000,2648898000,420452000,2228446000,51307471000,30978650000,1205026000,,,4914596000,4098881000,126355000,,238934000,20399865000,2452559000,17947306000,4093874000,,4093874000,,4093874000,,,20328821000,2122670000,,,,,,,13080504000,,13080504000,5125647000,5121107000,ACN,Accenture plc,41577466,5363972000,5363972000,682553000,7329450000,,4540000,,,214423000,,,,,8790812000,454496000,,,,,420452000,,-23887000,13104391000,,,24511000,,,,,,,1863338000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023,626991854,666511551,,3080222000,8296005000,26823879000,5775338000,8296005000,2933094000,26676751000,26719060000,27485437000,808686000,26676751000,-1627215000,-1627215000,20429413000,13353477000,72000,72000,24045917000,6765679000,462530000,,1586945000,1586945000,1374062000,1050367000,634981000,2291775000,2249466000,42309000,,17280238000,,788447000,104819000,104819000,,12032198000,3330629000,755929000,2574700000,51531354000,28475778000,738088000,,,4993213000,4165605000,121563000,,198074000,18380746000,2144304000,16236442000,4044094000,,4044094000,,4044094000,,,23055576000,2668779000,,,,,,,13241359000,,13241359000,7145438000,7140841000,ACN,Accenture plc,39519697,4459593000,4459593000,683628000,8701569000,,4597000,,,174296000,,,,,8032018000,415386000,,,,,755929000,,-24210000,13265569000,,,23778000,,,,,,,2553022000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,628265148,664616285,,3149034000,8046879000,25840742000,5372893000,8046879000,3001131000,25692839000,25735932000,26458593000,765754000,25692839000,-1743101000,-1743101000,19316224000,12778782000,72000,72000,24786712000,6777674000,465024000,,1595638000,1595638000,1313971000,1049234000,653954000,2353807000,2310714000,43093000,,18009038000,,795227000,104810000,104810000,,12306659000,3211951000,720778000,2491173000,51245305000,27863374000,738641000,,,5006850000,4154878000,106994000,,197443000,17645960000,2072957000,15573003000,4167486000,-2574685000,6742171000,,2637479000,2546319000,,23381931000,2105138000,,,,,,,12227186000,1536473000,10690713000,9049607000,9045032000,ACN,Accenture plc,36351137,4907152000,4907152000,690417000,9094708000,,4575000,,,173458000,,1558373000,0,,7062512000,395280000,,0,,,720778000,,,,,,23985000,,,,,,,2403374000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2023,630801644,664125473,,3096213000,8932254000,25386685000,6287545000,8932254000,3041959000,25332431000,25376296000,26061929000,729498000,25332431000,-1900923000,-1900923000,18692118000,12637709000,72000,72000,24066346000,6973818000,539358000,,1678405000,1678405000,1270733000,1090082000,687098000,2395240000,2351375000,43865000,,17092528000,,700973000,10389000,10389000,,11289863000,3076999000,688525000,2388474000,50128275000,26748202000,868968000,,,4958057000,4105869000,66432000,,176259000,16400177000,1939083000,14461094000,4278309000,,4278309000,,4278309000,,,23380073000,2257485000,,,,,,,12582660000,,12582660000,8539928000,8535446000,ACN,Accenture plc,33323829,5101692000,5101692000,690584000,8212864000,,4482000,,,153443000,,,,,6127121000,402984000,,,,,688525000,,-26770000,12609430000,,,22816000,,,,,,,2030576000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2023,631264117,662405556,,3208501000,7566017000,23818589000,4711436000,7566017000,3152531000,23762619000,23807774000,24457278000,694659000,23762619000,-1944270000,-1944270000,17500001000,12163671000,72000,72000,23270011000,6920489000,440970000,,1641782000,1641782000,1250019000,1090602000,726092000,2497116000,2451961000,45155000,,16349522000,,711385000,10815000,10815000,,10525567000,3005897000,535001000,2470896000,47727289000,26666331000,701516000,,,4900667000,4050145000,75423000,,325251000,16196602000,2005944000,14190658000,4466872000,,4466872000,,4466872000,,,21060958000,2318814000,,,,,,,12499168000,,12499168000,6242976000,6238787000,ACN,Accenture plc,31141439,5112570000,5112570000,700570000,7519670000,,4189000,,,156439000,,,,,5593010000,364510000,,,,,535001000,,-25737000,12524905000,,,168812000,,,,,,,1636155000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2024,453000000,601000000,,4086000000,1646000000,19095000000,471000000,1646000000,451000000,15460000000,17598000000,15460000000,,15460000000,-277000000,-277000000,33809000000,12037000000,0,0,13291000000,3754000000,435000000,,,,668000000,135000000,135000000,2516000000,378000000,2138000000,,9537000000,,1570000000,1497000000,1497000000,592000000,1293000000,539000000,239000000,300000000,28751000000,18743000000,1265000000,,,1310000000,1310000000,,,,13814000000,1011000000,12803000000,2354000000,,2354000000,,2354000000,,,10008000000,1131000000,,,,,,,2057000000,,2057000000,6820000000,6254000000,ADBE,Adobe Inc.,148000000,5975000000,5975000000,73000000,754000000,,566000000,612000000,,,,,,5642000000,30109000000,,,,0,,123000000,,-16000000,2073000000,,,,,,,,,,,107000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023,455000000,601000000,,4080000000,2625000000,20152000000,2833000000,2625000000,446000000,16518000000,20152000000,16518000000,,16518000000,-285000000,-285000000,33346000000,11586000000,0,0,13261000000,5010000000,376000000,,,,514000000,113000000,113000000,4007000000,373000000,3634000000,,8251000000,,73000000,,,535000000,1695000000,521000000,207000000,314000000,29779000000,18695000000,1223000000,,,1191000000,1191000000,,,,13893000000,1088000000,12805000000,2388000000,-1731000000,4119000000,2000000,358000000,1661000000,163000000,11084000000,1018000000,,,,,,,2224000000,,2224000000,7842000000,7141000000,ADBE,Adobe Inc.,146000000,5837000000,5837000000,73000000,1174000000,,701000000,618000000,,,,275000000,0,6523000000,28129000000,,,1660000000,0,,85000000,,-16000000,2240000000,,,,,,,,,,,111000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2023,456000000,601000000,,4096000000,1809000000,19409000000,2076000000,1809000000,463000000,15776000000,19409000000,15776000000,,15776000000,-285000000,-285000000,32012000000,11195000000,0,0,13314000000,4980000000,352000000,,,,498000000,108000000,108000000,4022000000,389000000,3633000000,,8334000000,8000000,74000000,,,486000000,2300000000,1286000000,972000000,314000000,29090000000,18680000000,1239000000,,,1065000000,1065000000,,,,13967000000,1167000000,12800000000,2409000000,,2409000000,,2409000000,,,10410000000,1043000000,82000000,,,,,,1851000000,,1851000000,7516000000,6601000000,ADBE,Adobe Inc.,145000000,5375000000,5375000000,74000000,1014000000,,915000000,629000000,,,,,,5972000000,27146000000,,,,0,,857000000,,-18000000,1869000000,,,,,,,,,,,99000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2023,456000000,601000000,,4113000000,784000000,18469000000,1255000000,784000000,482000000,14838000000,18469000000,14838000000,,14838000000,-297000000,-297000000,30609000000,10717000000,0,0,13000000000,4981000000,347000000,,,,479000000,116000000,116000000,4039000000,408000000,3631000000,,8019000000,,74000000,,,667000000,1928000000,1005000000,659000000,346000000,27838000000,18564000000,1125000000,,,964000000,964000000,,,,14054000000,1258000000,12796000000,2421000000,,2421000000,,2421000000,,,9274000000,988000000,,,,,,,1685000000,,1685000000,6601000000,5456000000,ADBE,Adobe Inc.,145000000,5265000000,5265000000,74000000,923000000,,1145000000,638000000,,,,,,4818000000,26191000000,,,,0,,548000000,,-17000000,1702000000,,,,,,,,,,,85000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2023,459000000,601000000,,4126000000,60000000,17836000000,905000000,60000000,496000000,14206000000,17836000000,14206000000,,14206000000,-307000000,-307000000,29435000000,10284000000,0,0,12461000000,5024000000,323000000,,,,536000000,120000000,120000000,4045000000,415000000,3630000000,,7437000000,,81000000,,,525000000,1371000000,641000000,333000000,308000000,26667000000,18325000000,984000000,,,826000000,826000000,,,,14146000000,1354000000,12792000000,2369000000,,2369000000,,2369000000,,,8342000000,888000000,,,,,,,1801000000,,1801000000,5653000000,4072000000,ADBE,Adobe Inc.,142000000,5357000000,5357000000,81000000,730000000,,1581000000,607000000,,,,,,3465000000,25206000000,,,,0,,222000000,,-17000000,1818000000,,,,,,,,,,,103000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,502000000,502000000,9150000000,11288000000,16168000000,33199000000,9276000000,16168000000,1308000000,23219000000,31464000000,23539000000,320000000,23219000000,-2570000000,-2570000000,23069000000,,2720000000,2720000000,31292000000,11562000000,1016000000,,,,,1291000000,,9255000000,1010000000,8245000000,,19730000000,977000000,2033000000,1735000000,1735000000,327000000,7709000000,6191000000,508000000,5599000000,54831000000,25825000000,1327000000,,,,,,,5566000000,7051000000,,,11881000000,-17636000000,29517000000,1421000000,1285000000,20298000000,573000000,29006000000,148000000,1549000000,11634000000,,9754000000,,1880000000,6467000000,602000000,5309000000,830000000,830000000,ADM,Archer-Daniels-Midland Company,,8684000000,8684000000,298000000,1518000000,7966000000,,,,,,,0,,,1291000000,,5940000000,,84000000,312000000,,,,,,5566000000,,412000000,,,,556000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,513000000,513000000,6997000000,9596000000,17791000000,32497000000,11105000000,17791000000,1231000000,24132000000,32391000000,24465000000,333000000,24132000000,-2487000000,-2487000000,23465000000,,3154000000,3154000000,30166000000,11504000000,1005000000,,,,,1309000000,,9190000000,931000000,8259000000,,18662000000,1101000000,406000000,106000000,106000000,439000000,8223000000,6842000000,456000000,6313000000,54631000000,24864000000,1304000000,,,,,,,5500000000,6341000000,2238000000,4103000000,11719000000,-17524000000,29243000000,1360000000,1211000000,20223000000,573000000,29767000000,167000000,1546000000,11957000000,,6482000000,,5475000000,6496000000,602000000,5284000000,1368000000,1368000000,ADM,Archer-Daniels-Midland Company,,8493000000,8493000000,300000000,1381000000,7788000000,,,,,,,0,,,1309000000,,5876000000,,73000000,284000000,,,,,,5500000000,5500000000,445000000,,,,610000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,535000000,535000000,6843000000,9500000000,18836000000,33569000000,12417000000,18836000000,1159000000,25228000000,33452000000,25581000000,353000000,25228000000,-2611000000,-2611000000,24699000000,,3140000000,3140000000,29512000000,11407000000,929000000,,,,,1390000000,,9088000000,864000000,8224000000,,18105000000,1371000000,412000000,117000000,117000000,387000000,7224000000,5749000000,419000000,5252000000,55093000000,24571000000,1351000000,,,,,,,5469000000,6392000000,,,11359000000,-17301000000,28660000000,1721000000,1141000000,19564000000,554000000,30522000000,66000000,2050000000,11224000000,,6951000000,,4273000000,6656000000,606000000,5464000000,1498000000,1498000000,ADM,Archer-Daniels-Midland Company,,8711000000,8711000000,295000000,1475000000,8414000000,,,,,,,0,,,1390000000,,5680000000,,78000000,234000000,,,,,,5469000000,,614000000,,,,586000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,536000000,536000000,7244000000,9825000000,18397000000,33609000000,11898000000,18397000000,1155000000,24939000000,33183000000,25279000000,340000000,24939000000,-2433000000,-2433000000,24244000000,,3128000000,3128000000,30220000000,11432000000,984000000,,,,,1351000000,,9097000000,853000000,8244000000,,18788000000,1626000000,728000000,426000000,426000000,302000000,7134000000,5819000000,446000000,5079000000,55499000000,24813000000,1341000000,,,,,,,5665000000,6542000000,,,11265000000,-17229000000,28494000000,1544000000,1138000000,19566000000,534000000,30686000000,98000000,1825000000,11902000000,,4310000000,,7592000000,6459000000,560000000,5178000000,1426000000,1426000000,ADM,Archer-Daniels-Midland Company,,8998000000,8998000000,302000000,1315000000,8627000000,,,,,,,0,,,1351000000,,5712000000,,294000000,268000000,,,,,,5665000000,,349000000,,,,721000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,545000000,545000000,9607000000,11550000000,18277000000,35366000000,11595000000,18277000000,1044000000,24860000000,32605000000,25197000000,337000000,24860000000,-2463000000,-2463000000,24217000000,,3106000000,3106000000,33605000000,10875000000,1011000000,,,,,1362000000,,8502000000,757000000,7745000000,,22730000000,1322000000,3048000000,2761000000,2761000000,287000000,8170000000,6848000000,285000000,6271000000,58802000000,24477000000,1273000000,,,,,,,5525000000,6583000000,,,11096000000,-17040000000,28136000000,1502000000,1025000000,19390000000,546000000,34325000000,144000000,1846000000,14771000000,,8461000000,,6310000000,6880000000,740000000,5645000000,899000000,899000000,ADM,Archer-Daniels-Midland Company,,9903000000,9903000000,287000000,1322000000,9341000000,,,,,,,0,,,1362000000,,5673000000,,292000000,144000000,,,,,,5525000000,5525000000,444000000,,,,495000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,409800000,638700000,,3299800000,976000000,7617400000,737700000,976000000,309100000,4626700000,7617400000,4626700000,,4626700000,-1851900000,-1851900000,23366100000,2354000000,63900000,63900000,59554900000,4653000000,935500000,,,,,417700000,353300000,3299800000,309100000,2990700000,,54901900000,49512300000,,,,,5200500000,763900000,110400000,84600000,64181600000,8542000000,1014700000,,,2838300000,,7000000,,,3650700000,1295300000,2355400000,1031300000,,1031300000,,1031300000,,,55639600000,957700000,,,,,,,3460700000,,3460700000,3291700000,3291700000,ADP,"Automatic Data Processing, Inc.",228900000,189100000,189100000,,4436600000,47929500000,,,,,,,,,19305400000,64400000,568900000,,0,,110400000,,-51500000,3512200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,410700000,638700000,1370500000,3338600000,634700000,7331400000,445700000,634700000,326800000,4319600000,7309800000,4319600000,,4319600000,-1745200000,-1745200000,22757100000,2262900000,63900000,63900000,52749800000,4652100000,918900000,,,,,416200000,347900000,3317000000,326800000,2990200000,,48097700000,44002100000,21600000,21600000,21600000,,3885700000,647600000,1100000,76800000,57069400000,8526000000,995800000,,,2794700000,,7600000,,,3684900000,1315100000,2369800000,1043000000,,1043000000,,1043000000,,,48543400000,1020600000,,,,,,,3372400000,,3372400000,1641300000,1641300000,ADP,"Automatic Data Processing, Inc.",228000000,188300000,188300000,,3238100000,42509100000,,,,,,,,,19019100000,68300000,569700000,,0,,1100000,,-48600000,3421000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
